"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"11/10/2017","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","25.00","debit","Clothing","Cassie's Reward Card","",""
"11/10/2017","Smith's Food","Smiths Food #4334 North Las Veg Nv","44.39","debit","Groceries","Cassie's Reward Card","",""
"11/09/2017","Farmer Boys","Farmer Boys - Las Veg Las Vegas Nv","12.10","debit","Fast Food","Cassie's Reward Card","",""
"11/09/2017","Hotels.com","Hotels.com142358916247 Hotels.com Wa","583.98","credit","Hotel","Cassie's Reward Card","",""
"11/08/2017","Transfer from Joint Checking","Internet Payment Thank You","1584.78","credit","Credit Card Payment","Cassie's Reward Card","",""
"11/08/2017","Home Depot","The Home Depot #3307 N Las Vegas Nv","17.28","credit","Home Improvement","Cassie's Reward Card","",""
"11/08/2017","Thank You Web","Payment Thank You - Web","56.34","credit","Credit Card Payment","CREDIT CARD","",""
"11/07/2017","Transfer from Joint Checking","Internet Payment Thank You","2275.46","credit","Misc Expenses","Cassie's Reward Card","",""
"11/06/2017","Square P Ppdl","Square Inc      9424300002171106Square Inc      9424300002171106P2  PPDL*******76115Cassandra H Burton    REF # 017310007251353","10.28","credit","Income","Student Checking","",""
"11/06/2017","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","81.85","debit","Misc Expenses","Cassie's Reward Card","",""
"11/06/2017","Smiths Fuel","Smiths Fuel #9345 North Las Veg Nv","30.93","debit","Gas & Fuel","Cassie's Reward Card","",""
"11/06/2017","Smith's Food","Smiths Food #4345 Las Vegas Nv","137.15","debit","Groceries","Cassie's Reward Card","",""
"11/03/2017","Automatic Thank","AUTOMATIC PAYMENT - THANK","0.93","credit","Credit Card Payment","CREDIT CARD","",""
"10/30/2017","Mobile Xfer Steph","MOBILE XFER TO DDA BURTON STEPHMOBILE XFER TO DDA BURTON STEPH         ID: 000007548","85.00","debit","Transfer","Student Checking","",""
"10/30/2017","Square P Ppdl","Square Inc      9424300002171030Square Inc      9424300002171030P2  PPDL*******43793Cassandra H Burton    REF # 017303001383068","20.71","credit","Income","Student Checking","",""
"10/30/2017","USPS","Usps Kiosk 3149039561 Las Vegas Nv","3.00","debit","Shipping","Cassie's Reward Card","",""
"10/30/2017","Wal-Mart","Wal-mart #3220 St George Ut","36.02","debit","Groceries","Cassie's Reward Card","",""
"10/30/2017","Weight Watchers","Weightwatchers Mp Fr 800-651-6000 Ny","51.00","debit","Groceries","Cassie's Reward Card","",""
"10/30/2017","Smiths","Smiths #4318 Las Vegas Nv","87.47","debit","Gas & Fuel","Cassie's Reward Card","",""
"10/30/2017","Bath & Body Works","Bath & Body Works.com 800-756-5005 Pa","47.36","debit","Spa & Massage","Cassie's Reward Card","",""
"10/27/2017","Gilcrease Orcha","Sq *gilcrease Orcha Las Vegas Nv","22.00","debit","Alcohol & Bars","Cassie's Reward Card","",""
"10/25/2017","McDonald's","Mcdonald's F13034 Las Vegas Nv","11.14","debit","Fast Food","Cassie's Reward Card","",""
"10/24/2017","Chevron","Chevron 0207102 Las Vegas Nv","44.20","debit","Gas & Fuel","Cassie's Reward Card","",""
"10/24/2017","U-Haul","U-haulmaximum Storage Las Vegas Nv","30.99","debit","Home Services","Cassie's Reward Card","",""
"10/23/2017","Smith's Food","Smiths Food #4345 Las Vegas Nv","3.96","debit","Groceries","Cassie's Reward Card","",""
"10/23/2017","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","85.01","debit","Clothing","Cassie's Reward Card","",""
"10/23/2017","Smith's Food","Smiths Food #4334 North Las Veg Nv","18.00","debit","Groceries","Cassie's Reward Card","",""
"10/23/2017","Las Vegas Dm","Las Vegas Di Las Vegas Nv","5.00","debit","Business Services","Cassie's Reward Card","",""
"10/23/2017","Smith's Food","Smiths Food #4345 Las Vegas Nv","74.55","debit","Groceries","Cassie's Reward Card","",""
"10/23/2017","Chipotle","Chipotle 2218 Las Vegas Nv","11.16","debit","Fast Food","Cassie's Reward Card","",""
"10/23/2017","Smith's Food","Smiths Food #4334 North Las Veg Nv","61.99","debit","Groceries","Cassie's Reward Card","",""
"10/23/2017","Netflix","Netflix.com Netflix.com Ca","7.99","debit","Movies & DVDs","Cassie's Reward Card","",""
"10/20/2017","Smiths Fuel","Smiths Fuel # 9348 Henderson Nv","43.24","debit","Gas & Fuel","Cassie's Reward Card","",""
"10/19/2017","Charlotte Russe","Charlotte Russe 000000 Henderson Nv","17.09","debit","Clothing","Cassie's Reward Card","",""
"10/19/2017","Charlotte Russe","Charlotte Russe 000000 Henderson Nv","17.09","debit","Clothing","Cassie's Reward Card","",""
"10/19/2017","Charlotte Russe","Charlotte Russe 000000 Henderson Nv","46.33","credit","Clothing","Cassie's Reward Card","",""
"10/19/2017","Nv Sees Candy","0331/1nv001 Sees Candy Henderson Nv","2.39","debit","Fast Food","Cassie's Reward Card","",""
"10/19/2017","Children's Place","The Childrens Place 12 Henderson Nv","15.07","debit","Kids","Cassie's Reward Card","",""
"10/17/2017","Sp Mycomputerismycan Mycomputerism","Sp * Mycomputerismycan Mycomputerism Id","5.20","debit","Coffee Shops","Cassie's Reward Card","",""
"10/17/2017","Interest","INTEREST PAYMENT","0.26","credit","Interest Income","Money Market Account","",""
"10/16/2017","Smith's Food","Smiths Food #4334 North Las Veg Nv","85.46","debit","Groceries","Cassie's Reward Card","",""
"10/16/2017","Plant Nite Plantnite.com","Plant Nite Plantnite.com Ma","10.82","debit","Entertainment","Cassie's Reward Card","",""
"10/16/2017","Hotels.com","Hotels.com142358916247 Hotels.com Wa","583.98","debit","Hotel","Cassie's Reward Card","",""
"10/15/2017","Advanced Psychiatric Associates","ADVANCED PSYCHIATRIC","45.00","debit","Doctor","CREDIT CARD","",""
"10/12/2017","Subway","Subway 00318345 N Las Vegas Nv","4.40","debit","Fast Food","Cassie's Reward Card","",""
"10/11/2017","Cox Communications","COX COMM LAS VEGAS CAFE","2.70","debit","Television","CREDIT CARD","",""
"10/10/2017","Smith's Food","Smiths Food #4345 Las Vegas Nv","93.31","debit","Groceries","Cassie's Reward Card","",""
"10/10/2017","Slcc Online Ticket","Slcc Online Ticket Sal 801-9573322 Ut","257.00","debit","Entertainment","Cassie's Reward Card","",""
"10/10/2017","USPS","Usps Kiosk 3162019550 North Las Veg Nv","3.00","debit","Shipping","Cassie's Reward Card","",""
"10/10/2017","McDonald's","Mcdonald's F29372 Henderson Nv","13.51","debit","Fast Food","Cassie's Reward Card","",""
"10/10/2017","Wal-Mart","Wm Supercenter #2838 Henderson Nv","60.59","debit","Shopping","Cassie's Reward Card","",""
"10/10/2017","HP Instant Ink","HP *INSTANT INK","5.40","debit","Printing","CREDIT CARD","",""
"10/08/2017","Market@Work","MARKET@WORK 2067379149","3.24","debit","Food & Dining","CREDIT CARD","",""
"10/06/2017","Interest Charge","PURCHASE INTEREST CHARGE","0.93","debit","Finance Charge","CREDIT CARD","",""
"10/06/2017","Thank You Web","Payment Thank You - Web","130.59","credit","Credit Card Payment","CREDIT CARD","",""
"10/06/2017","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","199.42","debit","Clothing","Cassie's Reward Card","",""
"10/06/2017","Plant Nite Plantnite.com","Plant Nite Plantnite.com Ma","21.64","debit","Entertainment","Cassie's Reward Card","",""
"10/06/2017","Transfer from Joint Checking","Mobile Payment Thank You","704.50","credit","Credit Card Payment","Cassie's Reward Card","",""
"10/05/2017","Home Depot","The Home Depot #3324 N Las Vegas Nv","1452.40","debit","Home Improvement","Cassie's Reward Card","",""
"10/05/2017","Smith's Food","Smiths Food #4334 North Las Veg Nv","56.11","debit","Groceries","Cassie's Reward Card","",""
"10/05/2017","Home Depot","The Home Depot #3307 N Las Vegas Nv","114.08","debit","Home Improvement","Cassie's Reward Card","",""
"10/04/2017","El Pollo Loco","6105 EL POLLO LOCO","3.88","debit","Fast Food","CREDIT CARD","",""
"10/04/2017","Home Depot","The Home Depot #3324 N Las Vegas Nv","120.43","debit","Home Improvement","Cassie's Reward Card","",""
"10/03/2017","Automatic Thank","AUTOMATIC PAYMENT - THANK","25.00","credit","Credit Card Payment","CREDIT CARD","",""
"10/02/2017","Rebel Oil","24299108G05DDX494 REBEL #2138 NO24299108G05DDX494 REBEL #2138 NORTH LAS VEG NV","10.00","debit","Gas & Fuel","Student Checking","",""
"10/02/2017","U-Haul","24445008G5SQ43DDH U-HAUL MOVING24445008G5SQ43DDH U-HAUL MOVING & STORAGE A LAS VEGAS NV","69.87","debit","Home Services","Student Checking","",""
"10/02/2017","Smiths Camino","P.O.S.  PURCHASE  SMITHS     556P.O.S.  PURCHASE  SMITHS     5564 CAMINO NORTH LAS NV","93.82","debit","Groceries","Student Checking","",""
"10/02/2017","U-Haul","U-haul Moving & Storag Las Vegas Nv","56.02","credit","Home Services","Cassie's Reward Card","",""
"10/02/2017","Deseret Book","Deseret Book Co 49 Las Vegas Nv","61.98","debit","Books","Cassie's Reward Card","",""
"10/01/2017","Little Caesars","LITTLE CAESARS 3382 Q67","21.65","debit","Restaurants","CREDIT CARD","",""
"10/01/2017","Cafe Rio","CAFE RIO EASTERN","10.87","debit","Food & Dining","CREDIT CARD","",""
"10/01/2017","Del Taco","DEL TACO 0973","7.56","debit","Fast Food","CREDIT CARD","",""
"9/29/2017","Cox Communications","COX COMM LAS VEGAS CAFE","6.48","debit","Television","CREDIT CARD","",""
"9/29/2017","Little Caesars","24445008G00V5YGXL LITTLE CAESARS24445008G00V5YGXL LITTLE CAESARS #3391 LAS VEGAS NV","27.06","debit","Restaurants","Student Checking","",""
"9/29/2017","Chevron","P.O.S.  PURCHASE  CHEVRON/TE CHEP.O.S.  PURCHASE  CHEVRON/TE CHEVRON/TER LAS VEGAS NV","43.49","debit","Gas & Fuel","Student Checking","",""
"9/29/2017","Albertsons","Albertsons 4091 Las Vegas Nv","4.64","debit","Groceries","Cassie's Reward Card","",""
"9/29/2017","Weight Watchers","Weightwatchers Mp Fr 800-651-6000 Ny","51.00","debit","Groceries","Cassie's Reward Card","",""
"9/28/2017","E Xz Pvea","74717058E7XZ8PVEA US BANK 6835 N74717058E7XZ8PVEA US BANK 6835 NELLIS SMITH LAS VEGAS NV","1000.00","debit","Mortgage & Rent","Student Checking","",""
"9/28/2017","USPS","Usps Kiosk 3149039561 Las Vegas Nv","18.29","debit","Shipping","Cassie's Reward Card","",""
"9/28/2017","Albertsons","Albertsons 4091 Las Vegas Nv","32.69","debit","Groceries","Cassie's Reward Card","",""
"9/27/2017","Albertsons","ATM BALANCE INQ. FEE   US BANK AATM BALANCE INQ. FEE   US BANK ALBERTSONS LAS VEGAS NV","1.50","debit","Groceries","Student Checking","",""
"9/27/2017","Chevron","CHEVRON 0206970","39.36","debit","Gas & Fuel","CREDIT CARD","",""
"9/27/2017","KFC","Kfc D212095 Las Vegas Nv","11.08","debit","Fast Food","Cassie's Reward Card","",""
"9/27/2017","Sarah Jensen Jam","Sq *sarah Jensen's Jam Gosq.com Ut","12.00","debit","Groceries","Cassie's Reward Card","",""
"9/27/2017","Disney","Dis*disney Movie Club 800-362-4587 Ca","45.39","credit","Travel","Cassie's Reward Card","",""
"9/26/2017","Sam Town Firelt","Sam's Town Firelt Buff Las Vegas Nv","17.30","debit","Restaurants","Cassie's Reward Card","",""
"9/26/2017","Chevron","Chevron 0302571 Las Vegas Nv","45.04","debit","Gas & Fuel","Cassie's Reward Card","",""
"9/26/2017","Transfer to Student Checking","MOBILE XFER TO DDA  ***3455MOBILE XFER TO DDA  ***3455             ID: 000004845","1000.00","debit","Transfer","Money Market Account","",""
"9/26/2017","ATM Balance Inq","ATM BALANCE INQ. FEE   US BANK GATM BALANCE INQ. FEE   US BANK GREEN VALL HENDERSON NV","1.50","debit","Cash & ATM","Student Checking","",""
"9/26/2017","Transfer from Money Market Account","MOBILE XFER FROM DDA  ***7238MOBILE XFER FROM DDA  ***7238           ID: 000004845","1000.00","credit","Transfer","Student Checking","",""
"9/25/2017","Brenden Palm","Brenden 14 At The Palm Las Vegas Nv","11.22","debit","Movies & DVDs","Cassie's Reward Card","",""
"9/25/2017","Square P Ppdl","Square Inc      9424300002170925Square Inc      9424300002170925P2  PPDL*******77572Cassandra H Burton    REF # 017268008381308","26.28","credit","Income","Student Checking","",""
"9/25/2017","Smiths","SMITHS #4318","14.79","debit","Uncategorized","CREDIT CARD","",""
"9/22/2017","Wendy's","Wendy's 2829 Las Vegas Nv","11.00","debit","Fast Food","Cassie's Reward Card","",""
"9/21/2017","U-Haul","U-haul Moving & Storag Las Vegas Nv","44.66","debit","Home Services","Cassie's Reward Card","",""
"9/21/2017","Netflix","Netflix.com Netflix.com Ca","7.99","debit","Movies & DVDs","Cassie's Reward Card","",""
"9/19/2017","Smiths","Smiths #4318 Las Vegas Nv","63.30","debit","Gas & Fuel","Cassie's Reward Card","",""
"9/18/2017","Interest","INTEREST PAYMENT","0.34","credit","Interest Income","Money Market Account","",""
"9/18/2017","K Craigo Clothing","K. Craigo Clothing 801-6804152 Ut","57.38","debit","Clothing","Cassie's Reward Card","",""
"9/18/2017","Tacy Anozie Il","Tacy Anozie 217-2420263 Il","45.46","debit","Restaurants","Cassie's Reward Card","",""
"9/18/2017","Transfer from Joint Checking","Internet Payment Thank You","1073.31","credit","Credit Card Payment","Cassie's Reward Card","",""
"9/18/2017","USPS","Usps.com Mover's Guide 800-238-3150 Tn","1.00","debit","Shipping","Cassie's Reward Card","",""
"9/18/2017","Lularoe Sarah Jaleece","Lularoe Sarah Jaleece 702-3026992 Nv","189.45","debit","Clothing","Cassie's Reward Card","",""
"9/12/2017","HP Instant Ink","HP *INSTANT INK","5.40","debit","Printing","CREDIT CARD","",""
"9/11/2017","Wal-Mart","Wal-mart #3350 Las Vegas Nv","39.67","debit","Shopping","Cassie's Reward Card","",""
"9/11/2017","Sherwin Williams","Sherwin Williams 70811 Las Vegas Nv","14.06","debit","Home Improvement","Cassie's Reward Card","",""
"9/11/2017","Homewisedocscom Ca","Homewisedocscom 866-9255004 Ca","150.00","debit","Home Services","Cassie's Reward Card","",""
"9/11/2017","Home Depot","The Home Depot #3303 Las Vegas Nv","35.00","debit","Home Improvement","Cassie's Reward Card","",""
"9/08/2017","Smith's Food","Smiths Food #4350 Henderson Nv","30.19","debit","Groceries","Cassie's Reward Card","",""
"9/07/2017","Bath & Body Works","Bath & Body Works 3119 Henderson Nv","12.99","debit","Spa & Massage","Cassie's Reward Card","",""
"9/05/2017","Wal-Mart","Walmart.com 8009666546 Bentonville Ar","9.75","credit","Shopping","Cassie's Reward Card","",""
"9/05/2017","Albertsons","Albertsons Sto00040915 Las Vegas Nv","12.07","debit","Groceries","Cassie's Reward Card","",""
"9/05/2017","USPS","Usps Po 3149030092 Las Vegas Nv","2.67","debit","Shipping","Cassie's Reward Card","",""
"9/05/2017","Boulder Buffet","Boulder Buffet Las Vegas Nv","41.10","debit","Restaurants","Cassie's Reward Card","",""
"9/05/2017","Chevron","Chevron 0207917 Las Vegas Nv","52.21","debit","Gas & Fuel","Cassie's Reward Card","",""
"9/03/2017","Chevron","CHEVRON 0206970","45.60","debit","Gas & Fuel","CREDIT CARD","",""
"9/01/2017","Wal-Mart","Wal-mart #3350 Las Vegas Nv","120.25","debit","Shopping","Cassie's Reward Card","",""
"8/30/2017","Smiths","Smiths #4318 Las Vegas Nv","170.38","debit","Groceries","Cassie's Reward Card","",""
"8/30/2017","Homewisedocscom Ca","Homewisedocscom 866-9255004 Ca","180.00","debit","Home Services","Cassie's Reward Card","",""
"8/30/2017","Weight Watchers","Weightwatchers Mp Fr 800-651-6000 Ny","51.00","debit","Groceries","Cassie's Reward Card","",""
"8/28/2017","Square P Ppdl","Square Inc      9424300002170828Square Inc      9424300002170828P2  PPDL*******81789Cassandra H Burton    REF # 017240010110582","15.84","credit","Income","Student Checking","",""
"8/28/2017","Jiffy Lube","Jiffy Lube #2715 Magna Ut","83.10","debit","Service & Parts","Cassie's Reward Card","",""
"8/28/2017","Dairy Queen","Dairy Queen #19426 Beaver Ut","5.40","debit","Fast Food","Cassie's Reward Card","",""
"8/25/2017","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","37.58","debit","Clothing","Cassie's Reward Card","",""
"8/25/2017","Transfer from Joint Checking","Internet Payment Thank You","822.32","credit","Credit Card Payment","Cassie's Reward Card","",""
"8/25/2017","Disney","Dis*disney Movie Club 800-362-4587 Ca","45.39","debit","Travel","Cassie's Reward Card","",""
"8/24/2017","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","126.50","debit","Clothing","Cassie's Reward Card","",""
"8/23/2017","Smiths","Smiths #4318 Las Vegas Nv","59.88","debit","Groceries","Cassie's Reward Card","",""
"8/23/2017","Petco","Petco 1115 63511158 Henderson Nv","29.00","debit","Pet Food & Supplies","Cassie's Reward Card","",""
"8/23/2017","Petco","Petco 1115 63511158 Henderson Nv","59.79","debit","Pet Food & Supplies","Cassie's Reward Card","",""
"8/23/2017","Raising Canes","Raising Canes - Rc8 North Las Veg Nv","9.52","debit","Financial","Cassie's Reward Card","",""
"8/22/2017","1 Irish Guy Inc","Pp*1irishguyin Las Vegas Nv","250.00","debit","Business Services","Cassie's Reward Card","",""
"8/22/2017","Chevron","Chevron 0307825 North Las Veg Nv","43.38","debit","Gas & Fuel","Cassie's Reward Card","",""
"8/22/2017","Thank You Web","Payment Thank You - Web","5.40","credit","Credit Card Payment","CREDIT CARD","",""
"8/22/2017","Transfer from Joint Checking","Internet Payment Thank You","1187.93","credit","Credit Card Payment","Cassie's Reward Card","",""
"8/21/2017","Belgian Waffle Works","Belgian Waffle Works Lake Arrowhea Ca","42.23","debit","Restaurants","Cassie's Reward Card","",""
"8/21/2017","Netflix","Netflix.com Netflix.com Ca","7.99","debit","Movies & DVDs","Cassie's Reward Card","",""
"8/21/2017","Skypark Santas Vill","Skypark At Santas Vill Skyforest Ca","29.00","debit","Uncategorized","Cassie's Reward Card","",""
"8/21/2017","Papagayos Mexican Rest","Papagayos Mexican Rest Lake Arrowhea Ca","37.50","debit","Restaurants","Cassie's Reward Card","",""
"8/21/2017","Chevron","Chevron 0208824 Highland Ca","52.44","debit","Gas & Fuel","Cassie's Reward Card","",""
"8/21/2017","Skypark Santas Vill","Skypark At Santas Vill Skyforest Ca","3.49","debit","Uncategorized","Cassie's Reward Card","",""
"8/21/2017","Wal-Mart","Wm Supercenter #1914 Highland Ca","16.87","debit","Shopping","Cassie's Reward Card","",""
"8/21/2017","Jensen Blue Jay","Jensen's Blue Jay Blue Jay Ca","23.95","debit","Groceries","Cassie's Reward Card","",""
"8/21/2017","Gold Toe Lake","Gold Toe Store 568 Lake Arrowhea Ca","30.78","debit","Clothing","Cassie's Reward Card","",""
"8/18/2017","Interest","INTEREST PAYMENT","0.66","credit","Interest Income","Money Market Account","",""
"8/18/2017","Carl's Jr","Carl's Jr 1100653 San Bernardin Ca","15.62","debit","Fast Food","Cassie's Reward Card","",""
"8/18/2017","Global","Global Candle Gallery San Diego Ca","46.22","debit","Business Services","Cassie's Reward Card","",""
"8/17/2017","Cassandra Burton Extrl","CASSANDRA BURTON1010000000EXTRLCASSANDRA BURTON1010000000EXTRL XFERWEBOB86832722     CASSANDRA BURTON      REF # 017228004140701","4000.00","debit","Transfer","Money Market Account","",""
"8/17/2017","Mmd Food Svc","Mmd Food Svc-san Diego Salt Lake Cit Ut","14.60","debit","Restaurants","Cassie's Reward Card","",""
